380.0, -7.70456636774e-05, 2.00597880494e-06, 2.56934969505e-05, 1.59698732962e-05, 1.59698732962e-05, 1.59698732962e-05, 3.88980801051e-06, 2.82306103125e-06, 2.15037472188e-06, 1.69675987723e-06, 1.37506382726e-06, 1.13799430337e-06, 9.57942721559e-07, 8.17820621585e-07, 7.06552173368e-07, 6.1666595447e-07, 5.42992525755e-07, 4.81834016734e-07, 4.30496935529e-07, 3.86978537332e-07, 3.49766475663e-07, 3.17689021684e-07, 2.89831684081e-07, 2.65494550845e-07, 2.4410862759e-07, 2.25217103016e-07, 2.08441499286e-07, 1.93459704724e-07, 1.80058122976e-07, 1.68022258803e-07, 1.57107960256e-07
390.0, -7.93214642124e-05, -1.84745468155e-07, 2.68431538405e-05, 1.70699925603e-05, 1.70699925603e-05, 6.18497692056e-06, 4.19391139412e-06, 3.04063097709e-06, 2.3142432676e-06, 1.82504844943e-06, 1.47846769872e-06, 1.22324192908e-06, 1.02949987337e-06, 8.78780054541e-07, 7.59126455298e-07, 6.62495435633e-07, 5.83304180574e-07, 5.1757541926e-07, 4.62408415429e-07, 4.15644211423e-07, 3.75656000881e-07, 3.41188697804e-07, 3.11269526031e-07, 2.85130271244e-07, 2.6222568062e-07, 2.41854989809e-07, 2.23832971471e-07, 2.07749985654e-07, 1.9334529006e-07, 1.80394587921e-07, 1.68699646145e-07
400.0, -8.19141945047e-05, -2.55344163882e-06, 2.82375362621e-05, 1.83635752976e-05, 1.83635752976e-05, 6.70882183775e-06, 4.54415806328e-06, 3.29043145477e-06, 2.50201110324e-06, 1.97186193312e-06, 1.59670944874e-06, 1.32067904453e-06, 1.11125023264e-06, 9.48404059987e-07, 8.19165105941e-07, 7.14818257598e-07, 6.29323185108e-07, 5.58369291984e-07, 4.9882416331e-07, 4.48356968482e-07, 4.05206898804e-07, 3.68014133252e-07, 3.35735467199e-07, 3.07532170189e-07, 2.82755520913e-07, 2.60890610821e-07, 2.41410434645e-07, 2.2402904019e-07, 2.0847563495e-07, 1.9450647369e-07, 1.81928884218e-07
410.0, -8.47592524066e-05, -5.03365844621e-06, 2.98651964021e-05, 1.98351517153e-05, 1.98351517153e-05, 7.29491084251e-06, 4.93388854272e-06, 3.56735911186e-06, 2.70968158016e-06, 2.13400045934e-06, 1.72716545538e-06, 1.42809353551e-06, 1.20134785627e-06, 1.02511133684e-06, 8.85293450941e-07, 7.72442771725e-07, 6.79997278714e-07, 6.03278221105e-07, 5.38913397181e-07, 4.8436237721e-07, 4.3772264959e-07, 3.97531083311e-07, 3.62648784367e-07, 3.32176506128e-07, 3.05395656597e-07, 2.81736496439e-07, 2.6072741134e-07, 2.41987696342e-07, 2.25206129781e-07, 2.10184809386e-07, 1.96517977567e-07
420.0, -8.77875506852e-05, -7.50909084188e-06, 3.17012078334e-05, 2.14504466154e-05, 2.14504466154e-05, 7.92510817312e-06, 5.3500976621e-06, 3.86176392569e-06, 2.92984689679e-06, 2.30560863418e-06, 1.86510184652e-06, 1.54160192906e-06, 1.29650378324e-06, 1.10610527838e-06, 9.55095204074e-07, 8.33244442587e-07, 7.33448881567e-07, 6.50659089256e-07, 5.81270579457e-07, 5.22345600371e-07, 4.72031809526e-07, 4.28678325132e-07, 3.91049271683e-07, 3.5818814207e-07, 3.29303582274e-07, 3.03789532368e-07, 2.81134041109e-07, 2.60889186002e-07, 2.43124438444e-07, 2.26548039559e-07, 2.11982783041e-07
430.0, -9.09292235332e-05, -9.80803795445e-06, 3.37011767197e-05, 2.31501964529e-05, 2.31501964529e-05, 8.56958219522e-06, 5.77195807879e-06, 4.15849006712e-06, 3.1510216959e-06, 2.47767915378e-06, 2.00325533351e-06, 1.65520620866e-06, 1.39169537392e-06, 1.18708652766e-06, 1.02487846162e-06, 8.94022832884e-07, 7.86874853919e-07, 6.98003247563e-07, 6.23449719114e-07, 5.60286871942e-07, 5.06296995899e-07, 4.5977448194e-07, 4.19406114305e-07, 3.8414337701e-07, 3.53167478504e-07, 3.2579801303e-07, 3.01503982587e-07, 2.79818301352e-07, 2.60425412798e-07, 2.42994371049e-07, 2.27212609485e-07
440.0, -9.41142661975e-05, -1.17100381973e-05, 3.57954013792e-05, 2.48464039053e-05, 2.48464039053e-05, 9.18612698726e-06, 6.17063557977e-06, 4.43688691192e-06, 3.35771932786e-06, 2.63814803639e-06, 2.13194286132e-06, 1.76095126998e-06, 1.4802622935e-06, 1.26240861439e-06, 1.08976352363e-06, 9.50523368226e-07, 8.36533757354e-07, 7.42000257828e-07, 6.62712829081e-07, 5.95547406687e-07, 5.38147754447e-07, 4.88762233526e-07, 4.46242817893e-07, 4.08260792678e-07, 3.75320233778e-07, 3.46233546886e-07, 3.20398140964e-07, 2.97369615035e-07, 2.76750210742e-07, 2.58238967867e-07, 2.41698047145e-07
450.0, -9.72659896527e-05, -1.29701841469e-05, 3.78850641445e-05, 2.64240099636e-05, 2.64240099636e-05, 9.72271580367e-06, 6.51136723905e-06, 4.67243882588e-06, 3.53173101142e-06, 2.77291172948e-06, 2.23988072508e-06, 1.84958223772e-06, 1.55445462497e-06, 1.32549686414e-06, 1.14409952346e-06, 9.97830575006e-07, 8.78106417416e-07, 7.78835215397e-07, 6.95573701735e-07, 6.25053543551e-07, 5.64772865148e-07, 5.12849161463e-07, 4.6780199772e-07, 4.28447010768e-07, 3.93878394842e-07, 3.6334265179e-07, 3.36243173744e-07, 3.12070382506e-07, 2.90460935323e-07, 2.71197464989e-07, 2.71197464989e-07
454.0, -9.84964222977e-05, -1.32419884531e-05, 3.86920170372e-05, 2.69924099597e-05, 2.69924099597e-05, 9.90250358967e-06, 6.62329546781e-06, 4.74900861708e-06, 3.58802095614e-06, 2.81641311704e-06, 2.27468547462e-06, 1.8781482681e-06, 1.57836411379e-06, 1.34582124606e-06, 1.16160366542e-06, 1.01306733943e-06, 8.9149657427e-07, 7.90693301052e-07, 7.06157028812e-07, 6.3455343946e-07, 5.73354916724e-07, 5.20635681711e-07, 4.74898615756e-07, 4.34943758035e-07, 3.99847871499e-07, 3.6885110795e-07, 3.41335104878e-07, 3.16810917076e-07, 2.94920078724e-07, 2.75323420164e-07, 2.75323420164e-07
456.0, -9.91014558819e-05, -1.33216740589e-05, 3.90848337283e-05, 2.72588214849e-05, 2.72588214849e-05, 9.98320537128e-06, 6.67293699568e-06, 4.78275598511e-06, 3.61276285166e-06, 2.83551160677e-06, 2.28995984579e-06, 1.89068244263e-06, 1.58885274934e-06, 1.35473661954e-06, 1.16927793285e-06, 1.01975129935e-06, 8.97368807744e-07, 7.95896215689e-07, 7.10799752431e-07, 6.38723402077e-07, 5.77122703541e-07, 5.24054754068e-07, 4.78072795688e-07, 4.37803480868e-07, 4.0266138872e-07, 3.71301726174e-07, 3.43568764729e-07, 3.18891692111e-07, 2.96821723203e-07, 2.77136549827e-07, 2.77136549827e-07
